LIBELLEOPERATION,categorie_nom,CATEGORIE
 PULL ET BEAR MA,Shopping,1
 PULLMAN MAZAGAN,Shopping,1
 RADAR COLOR,Shopping,1
 RAMADA ENCORE T,Shopping,1
 REVSPORT,Shopping,1
 REVSPORT,Shopping,1
 REVSPORT AL MAZ,Shopping,1
 REVSPORT M MALL ,Shopping,1
 REWA ,Shopping,1
 S BROERS,Shopping,1
 SAMSONITE MEGA,Shopping,1
 SAMSUNG M M,Shopping,1
 SANCHO,Shopping,1
 SARA DESIGN,Shopping,1
 SAVEUR DU PALAI,Shopping,1
 SCALI,Shopping,1
 SECRET DE BEAUT,Shopping,1
 SELEX CHAUSSURE,Shopping,1
 SERGE BLANCO AP,Shopping,1
 SHAHNAZ DESIGN,Shopping,1
 SHANA MED V,Shopping,1
 SIHAM ET SANAA,Shopping,1
 SINEQUANONE M M,Shopping,1
 SKECHERS CALIFO,Shopping,1
 SOCIETE ENCENS,Shopping,1
 SOLDES PRIVEES,Shopping,1
 SOSEBRO,Shopping,1
 SOTTO SOPRA,Shopping,1
 SOUSSI CAFTAN,Shopping,1
 SPA   BOUTIQUE ,Shopping,1
 SPRING,Shopping,1
 SPRINGFIELD CAS,Shopping,1
 SPRINGFIELD CE,Shopping,1
 SPRINGFIELD RAK,Shopping,1
 STE  KECHMANIA,Shopping,1
 STE ATIKA BOUTI ,Shopping,1
 STE FLEURITEL,Shopping,1
 STEP IN AL MAZA,Shopping,1
 STEP IN MOHAMED,Shopping,1
 STRADIVARIUS,Shopping,1
 STRADIVARIUS MA ,Shopping,1
 SUD  EXPRESS  M,Shopping,1
 SUD EXPRESS PHA,Shopping,1
 SUPER BABY,Shopping,1
 SUPER SPORT,Shopping,1
 SWISS ARABIAN M,Shopping,1
 T  COSMETIQUES,Shopping,1
 T  SHIRT CENTER,Shopping,1
 T A O MEGA MALL,Shopping,1
 TAO,Shopping,1
 TAO MM,Shopping,1
 TAROS BOUTIQUE,Shopping,1
 TEKBIR,Shopping,1
 TENDANCE MEGA M,Shopping,1
 TENDANCIA,Shopping,1
 TERRAMETIS ,Shopping,1
 TERRANOVA AP,Shopping,1
 THE BODY SHOP,Shopping,1
 THE KIDS PALACE,Shopping,1
 THE QUEEN,Shopping,1
 TIMBERLAND,Shopping,1
 TIMBERLAND,Shopping,1
 TIME ROAD  ASWA,Shopping,1
 TOMMY H  RACINE,Shopping,1
 TOP CLASS AGADI,Shopping,1
 TOP CLASS BF,Shopping,1
 TOY MART,Shopping,1
 TRESOR  CACHE,Shopping,1
 U S  POLO AP,Shopping,1
 UNAGIO ANFA,Shopping,1
 UNDIZ CE,Shopping,1
 UTERQUE MM,Shopping,1
 VAP O CHIC,Shopping,1
 VERBAUDET,Shopping,1
 VESHO ,Shopping,1
 VILLA BLANCA SP,Shopping,1
 VINCCI MOROCCO,Shopping,1
 VIRGIN,Shopping,1
 VIRGIN,Shopping,1
 VIRGIN IP,Shopping,1
 VOTRE MESURE MA,Shopping,1
 WELLNESS INT L,Shopping,1
 WOMENSECRET CAS,Shopping,1
 WSK MARJANE CAL,Shopping,1
 WSK MARJANE H H,Shopping,1
 X BEL,Shopping,1
 YAMAMAY,Shopping,1
 YATOUT,Shopping,1
 YATOUT GEANT,Shopping,1
 YATOUT HOME MOH,Shopping,1
 YVES  ROCHER,Shopping,1
 YVES  ROCHER ,Shopping,1
 YVES ROCHER,Shopping,1
 Z ENFANTS M M,Shopping,1
 Z FASHION,Shopping,1
 ZARA,Shopping,1
 ZARA G,Shopping,1
 ZARA HOME,Shopping,1
 ZIDDY AP,Shopping,1
ACHIBEST FOOD,Caf̩sEtRestaurants,2
AFRAH RYAD TRAI,Caf̩sEtRestaurants,2
ALADDIN MARJANE,Caf̩sEtRestaurants,2
ALLUBNANI,Caf̩sEtRestaurants,2
AMAIA,Caf̩sEtRestaurants,2
AMOUD FDALA,Caf̩sEtRestaurants,2
ANDALOUS RESTO,Caf̩sEtRestaurants,2
ANFA RANCH,Caf̩sEtRestaurants,2
ANTOUKI ABDELMO,Caf̩sEtRestaurants,2
ANTOUKI SARL,Caf̩sEtRestaurants,2
AU PARASOL BLEU,Caf̩sEtRestaurants,2
AU PETIT PARIS,Caf̩sEtRestaurants,2
AUX QUATRE TEMP,Caf̩sEtRestaurants,2
AYMEN  ICE,Caf̩sEtRestaurants,2
AZYR,Caf̩sEtRestaurants,2
BALLON OVAL,Caf̩sEtRestaurants,2
BAR,Caf̩sEtRestaurants,2
BAR  LA  NASSE,Caf̩sEtRestaurants,2
BAR  PHENIX,Caf̩sEtRestaurants,2
BAR DARKOUM,Caf̩sEtRestaurants,2
BAR DOUIRIA,Caf̩sEtRestaurants,2
BAR LE GRAND SA,Caf̩sEtRestaurants,2
BAR LOUNGE HDG,Caf̩sEtRestaurants,2
BAR NAOURA BARR,Caf̩sEtRestaurants,2
BAR PACO PETIT,Caf̩sEtRestaurants,2
BAR REST  FUMOI,Caf̩sEtRestaurants,2
BAR TITAN,Caf̩sEtRestaurants,2
BE WOK M M,Caf̩sEtRestaurants,2
BEACH AND FRIEN,Caf̩sEtRestaurants,2
BEACH INVEST,Caf̩sEtRestaurants,2
BELLOUTI S A,Caf̩sEtRestaurants,2
BEN S RESTAURAN,Caf̩sEtRestaurants,2
BERSALI SARL,Caf̩sEtRestaurants,2
BIANCO ICE II,Caf̩sEtRestaurants,2
BISTROT ET BURG,Caf̩sEtRestaurants,2
BLOCK HOUSE,Caf̩sEtRestaurants,2
BOITE A PIZZA M,Caf̩sEtRestaurants,2
BOULANGERIE   P,Caf̩sEtRestaurants,2
BOZIN  REST,Caf̩sEtRestaurants,2
BRIOCHE DOREE Z,Caf̩sEtRestaurants,2
CAFE REST SAMAR,Caf̩sEtRestaurants,2
CAFE RESTAURANT,Caf̩sEtRestaurants,2
CAPITAL FOOD M,Caf̩sEtRestaurants,2
CHEZ MADO,Caf̩sEtRestaurants,2
CHEZ MARIE JEAN,Caf̩sEtRestaurants,2
CHICKEN SPOT,Caf̩sEtRestaurants,2
CHILLOUT,Caf̩sEtRestaurants,2
CHIWATES DU TER,Caf̩sEtRestaurants,2
CHURCHILL CLUB,Caf̩sEtRestaurants,2
CHURRASCARIA BA,Caf̩sEtRestaurants,2
CODE LOUNGE,Caf̩sEtRestaurants,2
COIN DE CHINE,Caf̩sEtRestaurants,2
COMPTOIR PARIS,Caf̩sEtRestaurants,2
COSTA CAFE AP,Caf̩sEtRestaurants,2
COTTON CLUB,Caf̩sEtRestaurants,2
D SENS SKY,Caf̩sEtRestaurants,2
DALL ITALIANO,Caf̩sEtRestaurants,2
DAR,Caf̩sEtRestaurants,2
DAR  LFAKIA,Caf̩sEtRestaurants,2
DAR  ZELLIJ,Caf̩sEtRestaurants,2
DAR AHLAM,Caf̩sEtRestaurants,2
DAR KENAVO,Caf̩sEtRestaurants,2
DAR NAJI RABAT,Caf̩sEtRestaurants,2
DAR RHIZLANE RE,Caf̩sEtRestaurants,2
DAR SAMAK TARY,Caf̩sEtRestaurants,2
DEL CAFE,Caf̩sEtRestaurants,2
DELI CIEUX,Caf̩sEtRestaurants,2
DELICE S MM,Caf̩sEtRestaurants,2
DELIPAT ETAGE,Caf̩sEtRestaurants,2
DELIZIA,Caf̩sEtRestaurants,2
DINASTY  REST,Caf̩sEtRestaurants,2
DINO MARRAKECH,Caf̩sEtRestaurants,2
DOMINOS PIZZA B,Caf̩sEtRestaurants,2
DOMINOS PIZZA M,Caf̩sEtRestaurants,2
EHM SNACK PISCI,Caf̩sEtRestaurants,2
EL BAO,Caf̩sEtRestaurants,2
EL GAUCHO RESTO,Caf̩sEtRestaurants,2
EL MOROCCO CLUB,Caf̩sEtRestaurants,2
EL PUERTO RESTA,Caf̩sEtRestaurants,2
ELLITE CE,Caf̩sEtRestaurants,2
ESQUINA DEL PES,Caf̩sEtRestaurants,2
EXTRA BLATT,Caf̩sEtRestaurants,2
FACE COFEE,Caf̩sEtRestaurants,2
FAST FOOD OUMAI,Caf̩sEtRestaurants,2
FOGO DE CHAO,Caf̩sEtRestaurants,2
FOGO DE CHAO EN,Caf̩sEtRestaurants,2
FOGO DE CHAO PG,Caf̩sEtRestaurants,2
FRIENDS CONCEPT,Caf̩sEtRestaurants,2
FUEGO LATINO II,Caf̩sEtRestaurants,2
G ICE,Caf̩sEtRestaurants,2
GARDEN SUCHI,Caf̩sEtRestaurants,2
GOLF GREEN REST,Caf̩sEtRestaurants,2
GP TRAITEUR,Caf̩sEtRestaurants,2
GR CAFE DE LA P,Caf̩sEtRestaurants,2
GRAINES DE CHOC,Caf̩sEtRestaurants,2
GRAND  BAR  PAP,Caf̩sEtRestaurants,2
GRANDE TABLE MA,Caf̩sEtRestaurants,2
GUSTI E SAPORI,Caf̩sEtRestaurants,2
ICE FOOD MAHAJ,Caf̩sEtRestaurants,2
J C P RESTAURAT,Caf̩sEtRestaurants,2
JAD MAHAL BAR,Caf̩sEtRestaurants,2
JAD MAHAL THAI,Caf̩sEtRestaurants,2
JAZZ RESTAURANT,Caf̩sEtRestaurants,2
JOUBA DEVELOPPE,Caf̩sEtRestaurants,2
K OZI   BAR,Caf̩sEtRestaurants,2
KANOON   EXPRES,Caf̩sEtRestaurants,2
KATANA SUSHI,Caf̩sEtRestaurants,2
KECHMARA TERRAS,Caf̩sEtRestaurants,2
KHOS,Caf̩sEtRestaurants,2
KOBE D OR,Caf̩sEtRestaurants,2
KONO PIZZA N K,Caf̩sEtRestaurants,2
KORKMAZ,Caf̩sEtRestaurants,2
KOUTOUBIA  HASS,Caf̩sEtRestaurants,2
L ALLIGATOR,Caf̩sEtRestaurants,2
L EPI BLOND,Caf̩sEtRestaurants,2
L HORLOGE REST,Caf̩sEtRestaurants,2
L OLIVIER,Caf̩sEtRestaurants,2
L ORIENTAL,Caf̩sEtRestaurants,2
LA  CALIDAD,Caf̩sEtRestaurants,2
LA BOQUERIA,Caf̩sEtRestaurants,2
LA BRASERADE,Caf̩sEtRestaurants,2
LA CALECHE,Caf̩sEtRestaurants,2
LA CANTINE DU M,Caf̩sEtRestaurants,2
LA CASA PASTA,Caf̩sEtRestaurants,2
LA CENTRALE BRU,Caf̩sEtRestaurants,2
LA CREPERIE BRE,Caf̩sEtRestaurants,2
LA FRANCAISE,Caf̩sEtRestaurants,2
LA GELATERIA IB,Caf̩sEtRestaurants,2
LA MAISON DE ZO,Caf̩sEtRestaurants,2
LA MENORA  SARL,Caf̩sEtRestaurants,2
LA PAGODE,Caf̩sEtRestaurants,2
LA PAUSE TAJINE,Caf̩sEtRestaurants,2
LA PENSEE,Caf̩sEtRestaurants,2
LA TABLE DU DET,Caf̩sEtRestaurants,2
LA TABLE DU MIA,Caf̩sEtRestaurants,2
LA TABLE DU PEC,Caf̩sEtRestaurants,2
LA TABLE MADADA,Caf̩sEtRestaurants,2
LA TABLE ROYAL,Caf̩sEtRestaurants,2
LA TERASSE MEGA,Caf̩sEtRestaurants,2
LA TERRASSE DES,Caf̩sEtRestaurants,2
LA VERANDA,Caf̩sEtRestaurants,2
LE  BOUDOIR,Caf̩sEtRestaurants,2
LE  ROCK  BAR,Caf̩sEtRestaurants,2
LE BAMBOU,Caf̩sEtRestaurants,2
LE BAR A CHOCOL,Caf̩sEtRestaurants,2
LE BISTRO THAI,Caf̩sEtRestaurants,2
LE BISTROT,Caf̩sEtRestaurants,2
LE BISTROT ROMA,Caf̩sEtRestaurants,2
LE BOL DE SAIGO,Caf̩sEtRestaurants,2
LE BOURSSIER,Caf̩sEtRestaurants,2
LE CALYPSO,Caf̩sEtRestaurants,2
LE CARAVANE,Caf̩sEtRestaurants,2
LE CENTRE DU RE,Caf̩sEtRestaurants,2
LE FILET DU PEC,Caf̩sEtRestaurants,2
LE FOUNDOUK,Caf̩sEtRestaurants,2
LE FOUQUET S,Caf̩sEtRestaurants,2
LE FOUQUETS SA,Caf̩sEtRestaurants,2
LE GOELAND,Caf̩sEtRestaurants,2
LE PETIT PORT,Caf̩sEtRestaurants,2
LE REGALE,Caf̩sEtRestaurants,2
LE RESTO,Caf̩sEtRestaurants,2
LE SKIPPER,Caf̩sEtRestaurants,2
LEO REST,Caf̩sEtRestaurants,2
LEROY S KFE,Caf̩sEtRestaurants,2
LES AMIS PECHEU,Caf̩sEtRestaurants,2
LES DELICES DAR,Caf̩sEtRestaurants,2
LES SOEURETTES,Caf̩sEtRestaurants,2
LINAS FAST FOOD,Caf̩sEtRestaurants,2
LITTLE  NORWAY,Caf̩sEtRestaurants,2
LOSCAR,Caf̩sEtRestaurants,2
LUIGI KENITRA,Caf̩sEtRestaurants,2
LUIGI ZERKTOUNI,Caf̩sEtRestaurants,2
MAC ARENA,Caf̩sEtRestaurants,2
MANHATTAN REST,Caf̩sEtRestaurants,2
MC DO  AGADIR P,Caf̩sEtRestaurants,2
MC DO  RABAT AG,Caf̩sEtRestaurants,2
MC DO MARJANE T,Caf̩sEtRestaurants,2
MC DO OUJDA,Caf̩sEtRestaurants,2
MC DO RABAT VIL,Caf̩sEtRestaurants,2
MC DO TETOUAN,Caf̩sEtRestaurants,2
MDK,Caf̩sEtRestaurants,2
MERZOUGA CAFE M,Caf̩sEtRestaurants,2
MIMA S,Caf̩sEtRestaurants,2
MIRA FIORI,Caf̩sEtRestaurants,2
MONTECRISTO BAR,Caf̩sEtRestaurants,2
MOODE CAFE,Caf̩sEtRestaurants,2
MOVENPICK REST,Caf̩sEtRestaurants,2
MOZARTSTUBE,Caf̩sEtRestaurants,2
MYAH BAY,Caf̩sEtRestaurants,2
MZIOUKA REST,Caf̩sEtRestaurants,2
NATURALI S M M,Caf̩sEtRestaurants,2
NIKKI BEACH PGP,Caf̩sEtRestaurants,2
NIKKI BEACH RES,Caf̩sEtRestaurants,2
O LICHI,Caf̩sEtRestaurants,2
O RESTAURANT,Caf̩sEtRestaurants,2
OCHA SUSHI,Caf̩sEtRestaurants,2
OLIVERI M M,Caf̩sEtRestaurants,2
OLIVERI MOHAMME,Caf̩sEtRestaurants,2
PAPA JOHN S CAS,Caf̩sEtRestaurants,2
PARFUMERIE  SEC,Caf̩sEtRestaurants,2
PARFUMERIE LA C,Caf̩sEtRestaurants,2
PARFUMS DE FRAN,Caf̩sEtRestaurants,2
PASSADENA,Caf̩sEtRestaurants,2
PASTA COSI,Caf̩sEtRestaurants,2
PASTA DI LUIGI,Caf̩sEtRestaurants,2
PASTACOSY,Caf̩sEtRestaurants,2
PATCHI RABAT,Caf̩sEtRestaurants,2
PATISSERIE SEKK,Caf̩sEtRestaurants,2
PAVE CHOCOLATS,Caf̩sEtRestaurants,2
PIATTO D ORO,Caf̩sEtRestaurants,2
PIZZA  HUT  TET,Caf̩sEtRestaurants,2
PIZZA HUT AGADI,Caf̩sEtRestaurants,2
PIZZA HUT KENIT,Caf̩sEtRestaurants,2
PIZZA HUT MARRA,Caf̩sEtRestaurants,2
PIZZA HUT MEKNE,Caf̩sEtRestaurants,2
PIZZA HUT MY DR,Caf̩sEtRestaurants,2
PIZZA HUT Q HOP,Caf̩sEtRestaurants,2
PIZZA HUT RABAT,Caf̩sEtRestaurants,2
PLANET SUSHI LI,Caf̩sEtRestaurants,2
POMIROEU,Caf̩sEtRestaurants,2
POMME DE PAIN M,Caf̩sEtRestaurants,2
POOWER FOOD SAR,Caf̩sEtRestaurants,2
POUSSE POUSSE,Caf̩sEtRestaurants,2
POUSSE POUSSE R,Caf̩sEtRestaurants,2
PRIVILEGE,Caf̩sEtRestaurants,2
PUCCINI,Caf̩sEtRestaurants,2
PUCCINI GRILL,Caf̩sEtRestaurants,2
RESERVATION JAR,Caf̩sEtRestaurants,2
RESORT CO BAR E,Caf̩sEtRestaurants,2
REST   DAKHLA,Caf̩sEtRestaurants,2
REST  ATLAS,Caf̩sEtRestaurants,2
REST  ISSA  BLA,Caf̩sEtRestaurants,2
REST  L ARGANIE,Caf̩sEtRestaurants,2
REST  LA GRENOU,Caf̩sEtRestaurants,2
REST  LAGON BLE,Caf̩sEtRestaurants,2
REST  RELAIS PA,Caf̩sEtRestaurants,2
REST  TEX  MEX,Caf̩sEtRestaurants,2
REST  VERSAILLE,Caf̩sEtRestaurants,2
REST ACHIG NOUZ,Caf̩sEtRestaurants,2
REST ASIATIQUE,Caf̩sEtRestaurants,2
REST AU NID D H,Caf̩sEtRestaurants,2
REST AUX CREVET,Caf̩sEtRestaurants,2
REST BABYLONE,Caf̩sEtRestaurants,2
REST BAR LOFT,Caf̩sEtRestaurants,2
REST BELLA VIST,Caf̩sEtRestaurants,2
REST BORJ EDDAR,Caf̩sEtRestaurants,2
REST BROCHETTE,Caf̩sEtRestaurants,2
REST CAP SPARTE,Caf̩sEtRestaurants,2
REST CASA  D IT,Caf̩sEtRestaurants,2
REST CHEZ L ITA,Caf̩sEtRestaurants,2
REST COULEUR DA,Caf̩sEtRestaurants,2
REST DAR MOHA,Caf̩sEtRestaurants,2
REST DAR ZITOUN,Caf̩sEtRestaurants,2
REST DEVELOPPEN,Caf̩sEtRestaurants,2
REST DINARJAT,Caf̩sEtRestaurants,2
REST DIWAN MENA,Caf̩sEtRestaurants,2
REST DON CARLEO,Caf̩sEtRestaurants,2
REST FLORENCE,Caf̩sEtRestaurants,2
REST GOLF ROYAL,Caf̩sEtRestaurants,2
REST GREEN PARC,Caf̩sEtRestaurants,2
REST HOTEL OUML,Caf̩sEtRestaurants,2
REST HTL BELLE,Caf̩sEtRestaurants,2
REST IBIS RBT A,Caf̩sEtRestaurants,2
REST IL MARE MO,Caf̩sEtRestaurants,2
REST IMPERIAL P,Caf̩sEtRestaurants,2
REST JAD  MAHAL,Caf̩sEtRestaurants,2
REST JIN,Caf̩sEtRestaurants,2
REST KARMOUSSA,Caf̩sEtRestaurants,2
REST L AMANDIER,Caf̩sEtRestaurants,2
REST L HELICE,Caf̩sEtRestaurants,2
REST LA BROCHE,Caf̩sEtRestaurants,2
REST LA CITA,Caf̩sEtRestaurants,2
REST LA CORNICH,Caf̩sEtRestaurants,2
REST LAWRENCE D,Caf̩sEtRestaurants,2
REST LE   PLAGE,Caf̩sEtRestaurants,2
REST LE BLOCK,Caf̩sEtRestaurants,2
REST LE COMPTOI,Caf̩sEtRestaurants,2
REST LE FOQUETS,Caf̩sEtRestaurants,2
REST LE MARKET,Caf̩sEtRestaurants,2
REST LE SAXO,Caf̩sEtRestaurants,2
REST LES ALIZES,Caf̩sEtRestaurants,2
REST LITTLE BAR,Caf̩sEtRestaurants,2
REST LOTUS PREV,Caf̩sEtRestaurants,2
REST LOUNGE BAR,Caf̩sEtRestaurants,2
REST MAC SLIMAN,Caf̩sEtRestaurants,2
REST MAMMA MIA,Caf̩sEtRestaurants,2
REST MASSREF,Caf̩sEtRestaurants,2
REST METRO AS,Caf̩sEtRestaurants,2
REST PALAIS DE,Caf̩sEtRestaurants,2
REST PALAIS DES,Caf̩sEtRestaurants,2
REST PALAIS LA,Caf̩sEtRestaurants,2
REST PIZZ DA RU,Caf̩sEtRestaurants,2
REST PORTOFINO,Caf̩sEtRestaurants,2
REST RIAD AL MA,Caf̩sEtRestaurants,2
REST RIAD ZAHRA,Caf̩sEtRestaurants,2
REST SAINT JAME,Caf̩sEtRestaurants,2
REST SAN REMO,Caf̩sEtRestaurants,2
REST SOHO SUSHI,Caf̩sEtRestaurants,2
REST UPSTAIRS,Caf̩sEtRestaurants,2
REST VISTA MAR,Caf̩sEtRestaurants,2
REST WIDIANE SU,Caf̩sEtRestaurants,2
RESTAURANT  LE,Caf̩sEtRestaurants,2
RESTAURANT AMAL,Caf̩sEtRestaurants,2
RESTAURANT AYOU,Caf̩sEtRestaurants,2
RESTAURANT BELL,Caf̩sEtRestaurants,2
RESTAURANT DIAM,Caf̩sEtRestaurants,2
RESTAURANT GRUN,Caf̩sEtRestaurants,2
RESTAURANT KASB,Caf̩sEtRestaurants,2
RESTAURANT L AR,Caf̩sEtRestaurants,2
RESTAURANT L OM,Caf̩sEtRestaurants,2
RESTAURANT LA V,Caf̩sEtRestaurants,2
RESTAURANT LE,Caf̩sEtRestaurants,2
RESTAURANT LE Z,Caf̩sEtRestaurants,2
RESTAURANT MAJO,Caf̩sEtRestaurants,2
RESTAURANT MARZ,Caf̩sEtRestaurants,2
RESTAURANT OCEA,Caf̩sEtRestaurants,2
RESTAURANT PALA,Caf̩sEtRestaurants,2
RESTAURANT PODI,Caf̩sEtRestaurants,2
RESTAURANT SANS,Caf̩sEtRestaurants,2
RESTAURANT SUDH,Caf̩sEtRestaurants,2
RESTAURANT TANI,Caf̩sEtRestaurants,2
RESTAURANT TOBS,Caf̩sEtRestaurants,2
RESTAURANT VESU,Caf̩sEtRestaurants,2
RESTAURANT WONG,Caf̩sEtRestaurants,2
RESTAURANTE DIB,Caf̩sEtRestaurants,2
RESTAURATION SH,Caf̩sEtRestaurants,2
RESTO EL MINZEH,Caf̩sEtRestaurants,2
RESTO HOLAS DEL,Caf̩sEtRestaurants,2
RESTO ROYAL YAC,Caf̩sEtRestaurants,2
RETRO FLIE CAFE,Caf̩sEtRestaurants,2
RICKS CAFE,Caf̩sEtRestaurants,2
ROMANO S MARRAK,Caf̩sEtRestaurants,2
ROYAL MANSOUR R,Caf̩sEtRestaurants,2
SAFARI CLUB,Caf̩sEtRestaurants,2
SALSA AP,Caf̩sEtRestaurants,2
SALT BIBA SA,Caf̩sEtRestaurants,2
SAMSO FOOD CHUA,Caf̩sEtRestaurants,2
SAVEUR DU PALAI,Caf̩sEtRestaurants,2
SCHOBEDRA,Caf̩sEtRestaurants,2
SCHOBEDRA LABEL,Caf̩sEtRestaurants,2
SETBA REST JARD,Caf̩sEtRestaurants,2
SHOORAH REST KE,Caf̩sEtRestaurants,2
SKY,Caf̩sEtRestaurants,2
SMGA OLIVERI HA,Caf̩sEtRestaurants,2
SNACK LAHCEN,Caf̩sEtRestaurants,2
SNACK PISCINE A,Caf̩sEtRestaurants,2
SNACK REST DEVE,Caf̩sEtRestaurants,2
SNACK SAMAK HAM,Caf̩sEtRestaurants,2
SO FUN,Caf̩sEtRestaurants,2
SO KEBAB,Caf̩sEtRestaurants,2
SOREHT LA PAIX,Caf̩sEtRestaurants,2
SOTTO SOPRA,Caf̩sEtRestaurants,2
SPASSO,Caf̩sEtRestaurants,2
STARBUCKS     M,Caf̩sEtRestaurants,2
SUSHI CLUB,Caf̩sEtRestaurants,2
SUSHI CLUB AP,Caf̩sEtRestaurants,2
SUSHI CLUB CE,Caf̩sEtRestaurants,2
TAGINE M M,Caf̩sEtRestaurants,2
TAO AGDAL RABAT,Caf̩sEtRestaurants,2
TAROS CAFE,Caf̩sEtRestaurants,2
THE QUEEN,Caf̩sEtRestaurants,2
TIGRE HOUSE,Caf̩sEtRestaurants,2
TOP CLASS AGADI,Caf̩sEtRestaurants,2
TOP CLASS TENDA,Caf̩sEtRestaurants,2
TOUT SIMPLEMENT,Caf̩sEtRestaurants,2
TRIFOOD,Caf̩sEtRestaurants,2
ULTIMO BACCIO,Caf̩sEtRestaurants,2
UN DEJEUNER A M,Caf̩sEtRestaurants,2
VENEZIA ICE,Caf̩sEtRestaurants,2
VENEZIA ICE  TA,Caf̩sEtRestaurants,2
VENEZIA ICE M M,Caf̩sEtRestaurants,2
VENEZIA TNG CEN,Caf̩sEtRestaurants,2
VENIZIA ICE SAM,Caf̩sEtRestaurants,2
VGK REST,Caf̩sEtRestaurants,2
VIA VENETO,Caf̩sEtRestaurants,2
VILLA THERESE,Caf̩sEtRestaurants,2
YEN SIN,Caf̩sEtRestaurants,2
ZENITH HORECA S,Caf̩sEtRestaurants,2
ZENZI BAR ANDAL,Caf̩sEtRestaurants,2
ZERDA BUFET,Caf̩sEtRestaurants,2
  CABESTAN G,Caf̩sEtRestaurants,2
  GRILLARDIERE,Caf̩sEtRestaurants,2
  RESTAUR,Caf̩sEtRestaurants,2
 A LA BAZENNE,Caf̩sEtRestaurants,2
 A LA BAZENNE,Caf̩sEtRestaurants,2
 A MA BRETAGNE,Caf̩sEtRestaurants,2
 A MODO MIO,Caf̩sEtRestaurants,2
 A MODO MIO,Caf̩sEtRestaurants,2
 ABHM CAFE LA PE ,Caf̩sEtRestaurants,2
 ACHIBEST FOOD,Caf̩sEtRestaurants,2
 ADV TADDART,Caf̩sEtRestaurants,2
 AFRICAN  CHIC,Caf̩sEtRestaurants,2
 AFRICAN  CHIC ,Caf̩sEtRestaurants,2
 AL FORNO ,Caf̩sEtRestaurants,2
 AL SANIOUR,Caf̩sEtRestaurants,2
 AL TAZAJ,Caf̩sEtRestaurants,2
 AL TAZAJ AIN DI,Caf̩sEtRestaurants,2
 ALLOUHOUMIATE,Caf̩sEtRestaurants,2
 ALLUBNANI,Caf̩sEtRestaurants,2
 AMAIA,Caf̩sEtRestaurants,2
 AMOUD,Caf̩sEtRestaurants,2
 AMOUD,Caf̩sEtRestaurants,2
 AMSTRONG,Caf̩sEtRestaurants,2
 ANDALOUS REST,Caf̩sEtRestaurants,2
 ANNA   PAOLO,Caf̩sEtRestaurants,2
 ANNA PAOLO,Caf̩sEtRestaurants,2
 ANNA PAOLO,Caf̩sEtRestaurants,2
 ANNEXE DOGERUS,Caf̩sEtRestaurants,2
 ANNEXE DOGERUS,Caf̩sEtRestaurants,2
 ANTOUKI ABDELMO,Caf̩sEtRestaurants,2
 ANTOUKI EMILE Z,Caf̩sEtRestaurants,2
 ANTOUKI SARL,Caf̩sEtRestaurants,2
 APPETIT GOURMAN,Caf̩sEtRestaurants,2
 ART PATIO,Caf̩sEtRestaurants,2
 ART PATIO,Caf̩sEtRestaurants,2
 ASHOKAI GAUTHIE,Caf̩sEtRestaurants,2
 ASHOKAI GAUTHIE,Caf̩sEtRestaurants,2
 ASIA  GARDEN,Caf̩sEtRestaurants,2
 ASIAM ASIAN CUI,Caf̩sEtRestaurants,2
 ATELIER GOURM,Caf̩sEtRestaurants,2
 ATLANTIC BEACH,Caf̩sEtRestaurants,2
 ATLANTIC GRILL,Caf̩sEtRestaurants,2
 ATLANTIC GRILL,Caf̩sEtRestaurants,2
 ATLAS HOS REST ,Caf̩sEtRestaurants,2
 ATOMIC BAR,Caf̩sEtRestaurants,2
 ATTEATUDE CAFE,Caf̩sEtRestaurants,2
 AU FOUR A BOIS,Caf̩sEtRestaurants,2
 AU FOUR A BOIS,Caf̩sEtRestaurants,2
 AU PETIT PARIS,Caf̩sEtRestaurants,2
 AYMEN  ICE,Caf̩sEtRestaurants,2
 B P KENITRA CEN,Caf̩sEtRestaurants,2
 BACADI,Caf̩sEtRestaurants,2
 BACCO E VERNERE,Caf̩sEtRestaurants,2
 BACCO E VERNERE,Caf̩sEtRestaurants,2
 BALLON OVAL,Caf̩sEtRestaurants,2
 BALSAMINE II,Caf̩sEtRestaurants,2
 BAMBOO,Caf̩sEtRestaurants,2
 BANANA REPUBLIC,Caf̩sEtRestaurants,2
 BAR   RESTAURAN,Caf̩sEtRestaurants,2
